,F,I,H,H-tilde,H-tilde_std,N
ZNF570,3.10E-06,0.092028195,3.875,3.967028195,0.079740344,16
PTCD3,3.15E-05,0.092014418,6.908394182,7.000408599,0.060296589,163
SLC38A2,0.000197598,0.091974996,8.442857349,8.534832345,0.03675991,1021
PIBF1,1.80E-05,0.091950716,6.243354779,6.335305495,0.067620028,93
RALY,9.12E-05,0.091880949,7.947125083,8.039006033,0.048745942,471
SEH1L,1.70E-05,0.091875798,6.163977073,6.255852871,0.059642801,88
GLMP,2.23E-05,0.091841565,6.50192679,6.593768355,0.06820648,115
VDAC2,9.85E-05,0.09181974,7.995320932,8.087140672,0.045848388,509
ATXN10,5.69E-05,0.091818236,7.535955733,7.627773969,0.055524847,294
INTS6-AS1,8.32E-06,0.091794369,5.240218243,5.332012612,0.066226577,43
MSH3,1.66E-05,0.091789256,6.147194987,6.238984243,0.060452409,86
AC009053.2,3.29E-06,0.091764706,3.969815782,4.061580488,0.048734859,17
ZFPL1,1.63E-05,0.091753528,6.112439149,6.204192677,0.062508093,84
AAAS,1.05E-05,0.091742694,5.555722919,5.647465613,0.062215573,54
ERCC2,6.39E-06,0.091732057,4.862575938,4.954307994,0.07257937,33
TRAK1,2.28E-05,0.091723863,6.526710846,6.618434709,0.065298078,118
COPS5,5.17E-05,0.091644035,7.43746137,7.529105405,0.056686115,267
TM9SF4,2.96E-05,0.091570337,6.843765539,6.935335875,0.063174487,153
TOR1AIP2,4.24E-05,0.09150325,7.240451215,7.331954465,0.068280013,219
PMS2,7.16E-06,0.091483845,5.047291203,5.138775048,0.058988543,37
SGTB,2.65E-05,0.091395676,6.722048324,6.813444,0.06047701,137
MCFD2,2.30E-05,0.091390426,6.545996125,6.63738655,0.063795279,119
POLL,1.78E-05,0.091254922,6.224542663,6.315797585,0.062528336,92
FOXN3-AS1,3.10E-06,0.09125,3.875,3.96625,0.065800361,16
SWI5,1.43E-05,0.091239907,5.939183095,6.030423002,0.066040355,74
GNPDA2,6.97E-06,0.091173767,5.003258335,5.094432102,0.066057931,36
CS,3.19E-05,0.091126918,6.931325623,7.022452541,0.065678629,165
MORC2,1.34E-05,0.091113353,5.854759602,5.945872955,0.064034554,69
ZP3,1.18E-05,0.09111194,5.701229141,5.792341081,0.080248083,61
SRSF7,0.000485965,0.091074718,8.751492246,8.842566963,0.021670039,2511
PLEKHA8,6.97E-06,0.091037594,5.003258335,5.094295929,0.062088463,36
GALK1,2.48E-05,0.091014699,6.634727441,6.72574214,0.061473765,128
THRA,1.59E-05,0.090994605,6.089259322,6.180253926,0.064387604,82
LCAT,2.90E-06,0.090993483,3.773557262,3.864550746,0.082430576,15
CCT5,9.23E-05,0.0909126,7.954920628,8.045833228,0.043747858,477
USP9X,3.58E-05,0.090888746,7.056385228,7.147273974,0.061992399,185
GALNT7,2.13E-05,0.090877922,6.447224373,6.538102294,0.071026349,110
TRIM7,7.16E-06,0.090871774,5.047291203,5.138162977,0.05836423,37
SP100,0.000127733,0.090869467,8.192510295,8.283379762,0.041947998,660
NOP14,1.94E-05,0.090846856,6.336307315,6.427154171,0.060005559,100
RTF2,7.70E-05,0.090832427,7.806228036,7.897060463,0.051941886,398
TEX10,8.32E-06,0.090679488,5.240218243,5.330897731,0.083859712,43
AC005261.3,2.90E-06,0.090666667,3.773557262,3.864223929,0.075141348,15
SSNA1,6.68E-05,0.090626707,7.678819237,7.769445945,0.051129011,345
RNF125,4.18E-05,0.090613141,7.211905037,7.302518178,0.060264303,216
AC008378.1,3.29E-06,0.090588235,3.969815782,4.060404018,0.05481646,17
PEMT,8.32E-06,0.090574576,5.240218243,5.330792819,0.064807581,43
TAF5L,1.30E-05,0.09046392,5.82728322,5.91774714,0.060102656,67
SETD2,4.95E-05,0.090462301,7.393912049,7.48437435,0.056983508,256
MRPS15,4.39E-05,0.090413474,7.276355302,7.366768776,0.058451691,227
DNM2,5.92E-05,0.090237218,7.571807104,7.662044322,0.052346891,306
ATP6V0E2,2.07E-05,0.090236973,6.416654954,6.506891926,0.066221806,107
ACSF3,3.06E-05,0.090097245,6.872521473,6.962618718,0.067777155,158
TYK2,4.72E-05,0.090092685,7.346031229,7.436123914,0.050860218,244
AGA,2.07E-05,0.090065458,6.416654954,6.506720412,0.061189751,107
CTU2,6.97E-06,0.090062656,5.003258335,5.093320991,0.067279972,36
RBM22,3.46E-05,0.090022694,7.018540847,7.108563541,0.065670468,179
XYLT1,9.48E-06,0.089880005,5.410628211,5.500508217,0.066329864,49
SMG9,1.24E-05,0.089866545,5.769454883,5.859321428,0.063095987,64
MRPL42,3.46E-05,0.089844951,7.018540847,7.108385798,0.055247773,179
MARK3,6.33E-05,0.08984204,7.637943786,7.727785826,0.053893644,327
HSD17B10,5.42E-05,0.089839498,7.482944456,7.572783954,0.057102214,280
PPAT,5.23E-06,0.089811194,4.606739354,4.696550548,0.068511838,27
PIH1D1,4.68E-05,0.089780114,7.336484324,7.426264438,0.063899429,242
ZNF267,2.21E-05,0.089730533,6.51047872,6.600209254,0.057730907,114
PANK3,1.47E-05,0.089705974,5.984769619,6.074475592,0.06238428,76
E2F6,6.77E-06,0.089638668,4.957854446,5.047493113,0.063012237,35
ANAPC5,7.47E-05,0.089630155,7.782060387,7.871690542,0.055007102,386
TMEM109,4.32E-05,0.089597559,7.249618748,7.339216307,0.063304821,223
FAM122C,8.71E-06,0.089596664,5.297300041,5.386896705,0.081272504,45
PPP1R3B,8.32E-06,0.089582794,5.240218243,5.329801037,0.066441389,43
SELENOK,0.000102573,0.089559726,8.037642389,8.127202115,0.043987669,530
BRWD3,2.73E-05,0.08947943,6.73703442,6.826513849,0.068180037,141
FBXL8,5.42E-06,0.089460795,4.664497779,4.753958574,0.062032556,28
KIAA1551,0.000105476,0.08943999,8.069749632,8.159189622,0.043591106,545
ZNF17,3.29E-06,0.089411765,3.969815782,4.059227547,0.052928103,17
CNOT2,7.01E-05,0.089349117,7.732823763,7.82217288,0.05589182,362
TFPT,1.72E-05,0.089291071,6.189106746,6.278397817,0.057459321,89
LIG4,5.42E-06,0.089285714,4.664497779,4.753783493,0.057476703,28
NR2C2AP,1.22E-05,0.089178187,5.74307536,5.832253547,0.058457249,63
PRPF39,9.48E-06,0.089163724,5.410628211,5.499791936,0.067142789,49
NDUFS5,0.000155408,0.089162218,8.316464752,8.40562697,0.03909973,803
RABEPK,9.87E-06,0.089148169,5.461545195,5.550693364,0.073241841,51
ALKBH3,1.53E-05,0.089098086,6.031505115,6.120603201,0.069013581,79
USF1,1.26E-05,0.089093352,5.795369544,5.884462896,0.062435864,65
ERI1,5.81E-06,0.089074696,4.748394346,4.837469041,0.0685682,30
CCDC82,3.44E-05,0.089074607,7.013572406,7.102647013,0.052132987,178
KCNMB4,3.10E-06,0.089056391,3.875,3.964056391,0.073989064,16
REST,6.46E-05,0.089049046,7.664483007,7.753532053,0.058533972,334
DDX3X,0.000407583,0.089031425,8.713838975,8.8028704,0.026926037,2106
SLC12A4,5.42E-06,0.089016112,4.664497779,4.753513891,0.068548847,28
ZSWIM7,4.10E-05,0.088980937,7.199434134,7.28841507,0.060591275,212
TRPT1,1.28E-05,0.088965956,5.801969877,5.890935833,0.070744372,66
AC009812.1,5.61E-06,0.088965517,4.720049961,4.809015478,0.056277721,29
SPAG1,5.03E-06,0.088940428,4.546593564,4.635533992,0.063645053,26
SMARCD2,4.41E-05,0.088924411,7.281799047,7.370723458,0.053339419,228
AAK1,0.000123668,0.088803975,8.168484548,8.257288523,0.044273644,639
HDAC11,3.10E-06,0.08875,3.875,3.96375,0.081576268,16
AC005082.1,3.10E-06,0.08875,3.875,3.96375,0.064456865,16
ZMIZ2,2.05E-05,0.088686278,6.404668921,6.493355199,0.058116285,106
SLC2A4RG,3.54E-05,0.088675397,7.051112133,7.139787531,0.055875147,183
YME1L1,0.000202824,0.088673881,8.454019822,8.542693703,0.034612847,1048
TRA2B,0.00027927,0.088660559,8.590535818,8.679196376,0.026324069,1443
DDX50,3.02E-05,0.088551987,6.858932187,6.947484174,0.062500642,156
ERH,0.000102573,0.088523223,8.042823319,8.131346541,0.048829355,530
C1QBP,0.000100251,0.08850525,8.021619926,8.110125176,0.041711189,518
LASP1,7.80E-05,0.088447183,7.814788037,7.90323522,0.056926509,403
COX10,6.97E-06,0.08839599,5.003258335,5.091654324,0.07164685,36
PARL,5.28E-05,0.08838722,7.463498145,7.551885365,0.065575141,273
GPAA1,4.10E-05,0.088363265,7.207619688,7.295982953,0.062191136,212
GPR27,5.03E-06,0.088359745,4.546593564,4.634953309,0.063075265,26
CHMP3,5.46E-05,0.088350133,7.500622042,7.588972175,0.059513075,282
CPT1A,3.06E-05,0.088342711,6.879606381,6.967949092,0.05591834,158
ASF1B,5.81E-06,0.088319808,4.748394346,4.836714154,0.065021874,30
TMEM191B,8.90E-06,0.088305334,5.333238315,5.421543649,0.063723473,46
KCNN1,3.10E-06,0.088278195,3.875,3.963278195,0.066169641,16
EARS2,3.10E-06,0.088278195,3.875,3.963278195,0.068490301,16
ARCN1,3.89E-05,0.088253793,7.143394477,7.23164827,0.058679963,201
SNTA1,3.29E-06,0.088235294,3.969815782,4.058051077,0.053590786,17
RHOF,4.86E-05,0.088219885,7.381348472,7.469568358,0.055892866,251
RAB20,6.97E-06,0.088186299,5.003258335,5.091444633,0.064219206,36
ENSA,9.77E-05,0.088094398,7.999369114,8.087463512,0.054418543,505
HSCB,1.88E-05,0.088093786,6.295688358,6.383782143,0.059886509,97
CLDND1,4.06E-05,0.088063784,7.193844506,7.28190829,0.067016925,210
EIF5A2,5.23E-06,0.088050125,4.606739354,4.694789479,0.069144157,27
LYRM2,4.14E-05,0.08803137,7.213925617,7.301956987,0.054448106,214
GK,1.34E-05,0.087999041,5.8657,5.953699041,0.070235135,69
PIKFYVE,2.96E-05,0.087997933,6.844842643,6.932840577,0.060785194,153
RAB22A,2.90E-05,0.08798854,6.835355024,6.923343564,0.056001741,150
CRELD2,3.19E-05,0.087981183,6.938266514,7.026247698,0.060533416,165
FUK,8.32E-06,0.087959433,5.240218243,5.328177676,0.06645391,43
RRN3,1.35E-05,0.087945434,5.900711588,5.988657022,0.058167489,70
CPSF2,3.25E-05,0.087936863,6.953183866,7.041120729,0.064833013,168
FGFBP3,3.29E-06,0.087791243,3.969815782,4.057607025,0.060232643,17
NDRG3,1.63E-05,0.087739919,6.121425905,6.209165824,0.062034972,84
ST7L,1.12E-05,0.087738142,5.638069142,5.725807284,0.062263461,58
PACS1,3.35E-05,0.087659693,6.986502289,7.074161981,0.060479245,173
UBA6,3.39E-05,0.087656422,6.999670826,7.087327248,0.060290461,175
TMEM260,1.39E-05,0.087654798,5.919925001,6.007579799,0.067987018,72
TMEM39A,8.32E-06,0.08759923,5.240218243,5.327817473,0.066543986,43
PLEKHG3,1.39E-05,0.087592231,5.909440453,5.997032683,0.066505669,72
SUCLG1,5.81E-05,0.087569686,7.558462516,7.646032202,0.05133239,300
GNA11,3.10E-06,0.0875,3.875,3.9625,0.076034532,16
MYH9,0.000207856,0.087334787,8.466189541,8.553524328,0.038051157,1074
ZKSCAN1,4.49E-05,0.087326416,7.297467633,7.384794049,0.06107424,232
NUCKS1,0.00012483,0.087130362,8.171683576,8.258813939,0.048405508,645
GTF3C4,9.68E-06,0.087127223,5.42875844,5.515885662,0.073085799,50
MAN1A2,4.70E-05,0.087115539,7.344324232,7.43143977,0.059218122,243
RARG,5.03E-06,0.087111625,4.546593564,4.633705189,0.070518105,26
TRIM23,1.34E-05,0.087111259,5.8657,5.952811259,0.054837456,69
RRP9,8.52E-06,0.087092276,5.277613437,5.364705712,0.063457605,44
LRRC45,7.16E-06,0.08708799,5.047291203,5.134379193,0.058063251,37
TMEM150A,8.32E-06,0.087081657,5.240218243,5.3272999,0.065715822,43
NBPF1,3.29E-06,0.087058824,3.969815782,4.056874606,0.059105208,17
HYLS1,3.29E-06,0.087058824,3.969815782,4.056874606,0.054219852,17
SPATA20,9.87E-06,0.087039368,5.461545195,5.548584563,0.072550722,51
SLC22A4,3.10E-06,0.087028195,3.875,3.962028195,0.066643112,16
RYK,2.48E-05,0.086995225,6.626762207,6.713757432,0.058983568,128
RAB11A,7.12E-05,0.086962679,7.747507676,7.834470355,0.058655589,368
APTX,1.32E-05,0.086940204,5.841067437,5.92800764,0.067846151,68
KIAA0355,1.65E-05,0.086913968,6.132805348,6.219719316,0.062681075,85
HMGCL,1.70E-05,0.086905538,6.192275084,6.279180622,0.064741527,88
SAC3D1,1.16E-05,0.086895242,5.694309137,5.781204379,0.063062768,60
LINS1,1.90E-05,0.086889178,6.321292625,6.408181802,0.064186151,98
EP300,8.09E-05,0.086869448,7.848936825,7.935806273,0.053326768,418
FBXO42,1.82E-05,0.086805824,6.261931671,6.348737495,0.055626811,94
ZNF714,1.30E-05,0.086787921,5.82728322,5.914071141,0.064615419,67
PDHB,3.70E-05,0.086730708,7.086463187,7.173193895,0.060161878,191
THUMPD3,1.68E-05,0.086721637,6.172716197,6.259437833,0.066366726,87
TSG101,4.12E-05,0.086719995,7.20161631,7.288336306,0.06380099,213
CCDC93,1.57E-05,0.086698225,6.068245065,6.15494329,0.065260436,81
RIPK3,9.48E-06,0.086676691,5.410628211,5.497304903,0.061598082,49
PLBD2,1.12E-05,0.086666107,5.651084443,5.73775055,0.069902368,58
GTF3C2,1.97E-05,0.086665303,6.358699852,6.445365155,0.075728069,102
NAA10,5.50E-05,0.086661698,7.507832463,7.594494161,0.053265555,284
HBS1L,1.99E-05,0.086656794,6.368491911,6.455148704,0.065156824,103
FCRLB,3.10E-06,0.086556391,3.875,3.961556391,0.072721479,16
SPATA33,5.61E-06,0.086544983,4.720049961,4.806594943,0.059469135,29
ACBD3,4.51E-05,0.086497091,7.30721431,7.393711401,0.052867856,233
PDPK1,4.22E-05,0.086477753,7.25199476,7.338472513,0.065523194,218
HNRNPK,0.000352232,0.086341847,8.668495571,8.754837418,0.026586994,1820
ZNF251,3.10E-06,0.08625,3.875,3.96125,0.070033474,16
OPLAH,3.10E-06,0.08625,3.875,3.96125,0.070033474,16
NSUN5,2.96E-05,0.086191501,6.848046728,6.934238229,0.060040387,153
ADPRM,6.97E-06,0.086173767,5.003258335,5.089432102,0.07262431,36
MCCC1,1.22E-05,0.085981525,5.74307536,5.829056885,0.068954025,63
HNRNPA1P48,2.38E-05,0.085945091,6.608210314,6.694155405,0.065931683,123
NARF,4.80E-05,0.085915851,7.364261784,7.450177635,0.055350618,248
GBF1,1.51E-05,0.085899589,6.028991962,6.114891551,0.066915825,78
KTN1,0.000114572,0.085842666,8.120519218,8.206361884,0.039406893,592
TMEM42,1.39E-05,0.085808691,5.937218231,6.023026922,0.053719032,72
PIK3R6,3.10E-06,0.085778195,3.875,3.960778195,0.071596525,16
ZNF174,5.03E-06,0.085761712,4.546593564,4.632355276,0.069136229,26
GATD3A,1.08E-05,0.085700321,5.593069208,5.678769529,0.079886831,56
BRAF,3.00E-05,0.08566769,6.861513679,6.947181369,0.062162508,155
ALG10B,5.42E-06,0.085619763,4.664497779,4.750117543,0.06748189,28
RNF213,0.000206695,0.085607348,8.474695221,8.560302569,0.036153782,1068
PIGM,1.32E-05,0.085598406,5.852168724,5.93776713,0.062711886,68
CDC5L,4.92E-05,0.085584981,7.393965592,7.479550573,0.053651428,254
UBLCP1,2.69E-05,0.08556559,6.733978663,6.819544253,0.056932933,139
PTPMT1,1.68E-05,0.085559546,6.167081427,6.252640973,0.067429564,87
DHX58,1.10E-05,0.085547024,5.622363698,5.707910722,0.069393546,57
BOLA1,6.97E-06,0.085544694,5.003258335,5.088803029,0.066444054,36
GNA12,1.97E-05,0.085512243,6.363505979,6.449018222,0.059623127,102
DHX40,2.13E-05,0.085503866,6.458543577,6.544047443,0.062037149,110
SPAG7,5.81E-05,0.085475495,7.557827087,7.643302583,0.061437976,300
VIRMA,2.38E-05,0.085475144,6.594913794,6.680388938,0.057050933,123
SAE1,2.34E-05,0.085467519,6.569568506,6.655036024,0.062051407,121
CBY1,3.29E-06,0.085438301,3.969815782,4.055254084,0.061308674,17
CYB5R1,1.86E-05,0.085437532,6.298402344,6.383839876,0.06121683,96
XPR1,1.28E-05,0.085433587,5.820835218,5.906268805,0.058997848,66
COPS8,2.50E-05,0.0854315,6.642934426,6.728365926,0.058034046,129
LATS2,1.34E-05,0.085413533,5.876640399,5.962053931,0.061177391,69
UBQLN1,5.24E-05,0.085403799,7.462173881,7.54757768,0.057629912,271
DEF8,2.75E-05,0.085378994,6.766898331,6.852277325,0.061782836,142
BCORL1,5.23E-06,0.08536675,4.606739354,4.692106104,0.062074541,27
CDK13,8.26E-05,0.085345675,7.879556049,7.964901723,0.052177208,427
INO80,1.99E-05,0.085337224,6.380580382,6.465917606,0.070894641,103
NOC4L,1.70E-05,0.085293848,6.178126079,6.263419927,0.059222388,88
MCM3AP,2.05E-05,0.085198627,6.400044157,6.485242784,0.065175044,106
OSER1,4.20E-05,0.085154896,7.231327039,7.316481935,0.054728934,217
EID2,1.80E-05,0.085138911,6.251471849,6.33661076,0.056939408,93
AKAP8,2.92E-05,0.085078321,6.837548282,6.922626603,0.064863846,151
TIMM29,1.12E-05,0.085064043,5.638069142,5.723133185,0.060549049,58
SHLD2,2.03E-05,0.08504715,6.395104803,6.480151953,0.056983742,105
ULK3,1.51E-05,0.085040292,6.028991962,6.114032254,0.062602496,78
GGACT,3.10E-06,0.085,3.875,3.96,0.070445014,16
RANBP1,6.75E-05,0.084992078,7.700716957,7.785709035,0.053149058,349
TNPO3,3.21E-05,0.084877109,6.930615109,7.015492218,0.05560998,166
CDKN2D,0.000105476,0.084870949,8.054300553,8.139171502,0.04538079,545
PEX11B,1.16E-05,0.084847627,5.681727679,5.766575306,0.061998177,60
SNX24,5.23E-06,0.084807574,4.606739354,4.691546928,0.075828923,27
TAF4,1.24E-05,0.084777729,5.769454883,5.854232611,0.067404975,64
MAP2K6,1.55E-05,0.084715419,6.053055907,6.137771326,0.0675295,80
EIF4ENIF1,9.68E-06,0.084686315,5.44385619,5.528542505,0.070853027,50
UNG,5.81E-06,0.084659658,4.748394346,4.833054004,0.061877227,30
DPH3,2.67E-05,0.084643446,6.729795018,6.814438465,0.059268844,138
NUP50,3.87E-05,0.084609907,7.1469358,7.231545707,0.058025287,200
PCED1B,1.30E-05,0.084552033,5.82728322,5.911835253,0.064243297,67
CCDC167,2.40E-05,0.084533241,6.591135423,6.675668664,0.059514192,124
SAP18,0.000185986,0.08453105,8.418084373,8.502615424,0.036989016,961
RNF157,1.03E-05,0.08450958,5.524998049,5.609507629,0.06607254,53
TADA3,4.47E-05,0.084501912,7.296321498,7.38082341,0.055207994,231
OCEL1,2.69E-05,0.08444692,6.739409508,6.823856428,0.069435457,139
SMIM27,2.61E-05,0.084401399,6.704484764,6.788886162,0.05686858,135
TMEM101,2.34E-05,0.084394601,6.571755799,6.6561504,0.059523225,121
EIF1,0.00258465,0.084393414,8.935117215,9.019510629,0.008929502,13355
ZDHHC16,1.01E-05,0.084392593,5.508132026,5.592524619,0.057940898,52
A1BG,2.96E-05,0.084390723,6.829219379,6.913610102,0.066582825,153
WDR89,7.16E-06,0.084385287,5.047291203,5.131676491,0.058900481,37
MT1F,1.18E-05,0.084364642,5.701229141,5.785593783,0.073998069,61
ZHX2,8.71E-06,0.084322144,5.297300041,5.381622185,0.063653388,45
KLHL12,9.48E-06,0.084265765,5.410628211,5.494893977,0.068425577,49
TAF13,1.92E-05,0.084185066,6.331278085,6.41546315,0.061393312,99
B9D2,8.71E-06,0.084159064,5.314075319,5.398234382,0.062093202,45
FPGT,5.42E-06,0.084016112,4.664497779,4.748513891,0.068434315,28
PHF19,1.74E-05,0.083993455,6.191635874,6.275629329,0.06694302,90
DCTN3,7.66E-05,0.083979758,7.805388945,7.889368702,0.054064136,396
STK38,5.81E-05,0.083972132,7.559784909,7.64375704,0.052611633,300
MED12,1.08E-05,0.083961868,5.593069208,5.677031076,0.066856259,56
VMA21,5.75E-05,0.083954306,7.550485735,7.634440041,0.054531959,297
SNRPD1,6.10E-05,0.083932264,7.599780161,7.683712426,0.05655691,315
ACTR8,9.48E-06,0.083915304,5.436038671,5.519953974,0.054315214,49
ZNF675,9.87E-06,0.083906235,5.476346911,5.560253146,0.055896241,51
SOWAHD,5.61E-06,0.083877625,4.720049961,4.803927586,0.063574421,29
TMEM9B,4.47E-05,0.083863822,7.300846959,7.384710782,0.060952456,231
KANSL1-AS1,1.51E-05,0.083852325,6.044954943,6.128807269,0.056778065,78
SLC10A3,1.43E-05,0.083845968,5.95600894,6.039854908,0.06223744,74
CHIC2,2.50E-05,0.083819886,6.642934426,6.726754312,0.059724389,129
AGO2,2.84E-05,0.083808544,6.800834314,6.884642858,0.057197328,147
HPRT1,2.84E-05,0.08379221,6.811104893,6.894897102,0.064252674,147
NFKBIB,2.57E-05,0.083736487,6.68227762,6.766014107,0.072575565,133
SLBP,3.60E-05,0.083710586,7.064617615,7.148328201,0.059578999,186
CDC42EP4,7.16E-06,0.083640723,5.047291203,5.130931926,0.064679786,37
DIRC2,9.68E-06,0.083617319,5.44385619,5.527473509,0.067160491,50
LYSMD2,5.36E-05,0.083602766,7.48317072,7.566773486,0.055487835,277
METAP2,6.19E-05,0.083553522,7.625524657,7.709078179,0.052710936,320
CHTOP,3.85E-05,0.083541074,7.139670585,7.223211659,0.060080999,199
LINC01560,3.29E-06,0.083529412,3.969815782,4.053345194,0.060665285,17
ADGRD1,3.29E-06,0.083529412,3.969815782,4.053345194,0.058339182,17
GLO1,3.33E-05,0.083529388,6.980015409,7.063544797,0.068785566,172
UFSP2,1.63E-05,0.083529108,6.121425905,6.204955013,0.061867368,84
TSPAN3,4.04E-05,0.08350972,7.199995017,7.283504737,0.056105778,209
BOD1L1,0.000146699,0.083500777,8.291273903,8.37477468,0.044448674,758
VPS4B,6.25E-05,0.083495345,7.622844739,7.706340083,0.052068122,323
AAR2,1.10E-05,0.083488193,5.622363698,5.705851891,0.062043951,57
ACAP3,1.95E-05,0.083445838,6.346233512,6.42967935,0.060207856,101
FAM204A,6.62E-05,0.083442173,7.686705239,7.770147411,0.058233326,342
SSBP2,2.44E-05,0.083392554,6.625180495,6.708573049,0.060574905,126
RILP,8.71E-06,0.083379114,5.314075319,5.397454432,0.056882633,45
PCNA,3.35E-05,0.08337108,6.980701493,7.064072573,0.052934721,173
TRIO,2.15E-05,0.083334592,6.445272736,6.528607328,0.073659082,111
CEBPZOS,3.04E-05,0.083325037,6.875675287,6.959000324,0.063064354,157
AC005070.3,5.42E-06,0.083301826,4.664497779,4.747799605,0.059714091,28
TBC1D2,1.66E-05,0.083298268,6.152895278,6.236193546,0.067622513,86
KHDRBS1,0.00013199,0.083285192,8.218408757,8.301693949,0.043976548,682
RNF123,8.52E-06,0.083284347,5.277613437,5.360897783,0.063595504,44
MERTK,3.10E-06,0.083278195,3.875,3.958278195,0.074489619,16
PATJ,1.10E-05,0.083269752,5.622363698,5.705633451,0.06602059,57
FDX1,4.04E-05,0.083234475,7.184468163,7.267702638,0.064520465,209
STAT5A,4.34E-05,0.08322654,7.280394654,7.363621194,0.062061006,224
BCAS3,9.10E-06,0.083174537,5.36831465,5.451489187,0.072624143,47
KLHL15,2.44E-05,0.083145952,6.622082404,6.705228356,0.064446562,126
RBMX2,2.98E-05,0.083142181,6.849483537,6.932625719,0.066280845,154
KMT5B,3.21E-05,0.083116838,6.951758332,7.03487517,0.058620331,166
CHSY1,2.07E-05,0.083050356,6.421236496,6.504286851,0.067768541,107
BRD2,0.000299978,0.082980466,8.619872925,8.702853391,0.03095881,1550
AC005838.2,5.03E-06,0.08297513,4.546593564,4.629568694,0.075301343,26
HDHD2,1.01E-05,0.082940886,5.508132026,5.591072912,0.061419257,52
ZNF639,1.84E-05,0.082856511,6.288225214,6.371081724,0.066951471,95
